product_title,product_vendor,product_type,variant_sku,net_quantity,gross_sales,discounts,returns,net_sales,taxes,total_sales
"LOreal Paris- Color Riche Matte Addiction Lipstick - 0.17 oz, 430 Mon Jules",LOreal CPD,LOreal Paris Makeup,3.60052E+12,1,577,0,0,577,0,577
"NYX Professional Makeup- Cant Stop Wont Stop Contour Concealer - Natural, 3.50 Ml",LOreal CPD,NYX Professional Makeup,8.00897E+11,1,1039.35,0,0,1039.35,0,1039.35
NYX Professional Makeup- Angel Veil Skin Perfecting Primer,LOreal CPD,NYX Professional Makeup,8.00898E+11,1,1736,0,0,1736,0,1736
NYX Professional Makeup Liquid Suede Cream Lipstick 03 Cherry Skies,LOreal CPD,NYX Professional Makeup,8.00898E+11,1,839,0,0,839,0,839
"LOreal Paris- Infallible Shaping Stick Foundation, 180 Radiant Beige",LOreal CPD,LOreal Paris Makeup,3.60052E+12,1,1439,0,0,1439,0,1439
LOreal Paris- Rouge Signature 114 Represent,LOreal CPD,LOreal Paris Makeup,6.9024E+12,1,1749,0,0,1749,0,1749
Maybelline New York Fit Me Matte + Poreless Foundation Warm Nude 128 5 ml,LOreal CPD,Maybelline New York,8.99499E+12,1,139.3,0,0,139.3,0,139.3
NYX Professional Makeup- Soft Matte Lip Cream Liquid Lipstick - 32 Rome,LOreal CPD,NYX Professional Makeup,8.00898E+11,1,682,0,0,682,0,682
LOreal Paris Infallible 24H Matte Cover Liquid Foundation - 230 Radiant Honey,LOreal CPD,LOreal Paris Makeup,3.60052E+12,1,700,0,0,700,0,700
Maybelline New York- Eye Studio Gel Liner 24H - Noir Black,LOreal CPD,Maybelline New York,6.9024E+12,1,1329.3,0,0,1329.3,0,1329.3
LOreal Paris- La Vie En Glow Highlighting Powder Palette - 01 Warm Glow,LOreal CPD,LOreal Paris Makeup,3.60052E+12,1,2279,-209.99,0,2069.01,0,2069.01
Maybelline New York Master Sculpt 02 Medium/Dark,LOreal CPD,Maybelline New York,3.60053E+12,1,1104.35,0,0,1104.35,0,1104.35
NYX Professional Makeup- Soft Matte Lip Cream 19 Cannes,LOreal CPD,NYX Professional Makeup,8.00898E+11,1,734,-102.76,0,631.24,0,631.24
LOreal Paris- Infaillible Mattifying Primer,LOreal CPD,LOreal Paris Makeup,3600522877301-old,1,875,0,0,875,0,875
